Id,Choice
1,0.339430894309
2,0.785529715762
3,0.116129032258
4,0.116129032258
5,0.769230769231
6,0.339430894309
7,0.425287356322
8,0.951612903226
9,0.0276679841897
10,0.785529715762
11,0.339430894309
12,0.951612903226
13,0.651832460733
14,0.339430894309
15,0.951612903226
16,0.840677966102
17,0.951612903226
18,0.339430894309
19,0.951612903226
20,0.382470119522
21,0.660049627792
22,0.0276679841897
23,0.951612903226
24,0.660049627792
25,0.116129032258
26,0.0276679841897
27,0.0276679841897
28,0.344262295082
29,0.116129032258
30,0.840677966102
31,0.116129032258
32,0.951612903226
33,0.707317073171
34,0.660049627792
35,0.660049627792
36,0.634146341463
37,0.339430894309
38,0.339430894309
39,0.660049627792
40,0.708860759494
41,0.840677966102
42,0.0276679841897
43,0.116129032258
44,0.951612903226
45,0.116129032258
46,0.840677966102
47,0.490654205607
48,0.0276679841897
49,0.0276679841897
50,0.651832460733
51,0.339430894309
52,0.0276679841897
53,0.116129032258
54,0.651832460733
55,0.951612903226
56,0.651832460733
57,0.339430894309
58,0.425287356322
59,0.116129032258
60,0.951612903226
61,0.130044843049
62,0.651832460733
63,0.339430894309
64,0.708860759494
65,0.634146341463
66,0.0276679841897
67,0.344262295082
68,0.116129032258
69,0.707317073171
70,0.660049627792
71,0.660049627792
72,0.344262295082
73,0.116129032258
74,0.116129032258
75,0.708860759494
76,0.785529715762
77,0.425287356322
78,0.660049627792
79,0.130044843049
80,0.0276679841897
81,0.344262295082
82,0.0276679841897
83,0.349397590361
84,0.490654205607
85,0.339430894309
86,0.130044843049
87,0.490654205607
88,0.116129032258
89,0.951612903226
90,0.785529715762
91,0.339430894309
92,0.0276679841897
93,0.951612903226
94,0.951612903226
95,0.490654205607
96,0.634146341463
97,0.951612903226
98,0.840677966102
99,0.651832460733
100,0.490654205607
101,0.651832460733
102,0.951612903226
103,0.951612903226
104,0.116129032258
105,0.708860759494
106,0.382470119522
107,0.339430894309
108,0.651832460733
109,0.339430894309
110,0.951612903226
111,0.651832460733
112,0.116129032258
113,0.951612903226
114,0.339430894309
115,0.951612903226
116,0.651832460733
117,0.651832460733
118,0.951612903226
119,0.951612903226
120,0.840677966102
121,0.951612903226
122,0.951612903226
123,0.0276679841897
124,0.660049627792
125,0.785529715762
126,0.951612903226
127,0.660049627792
128,0.0276679841897
129,0.116129032258
130,0.951612903226
131,0.344262295082
132,0.339430894309
133,0.130044843049
134,0.785529715762
135,0.0276679841897
136,0.785529715762
137,0.951612903226
138,0.382470119522
139,0.660049627792
140,0.116129032258
141,0.951612903226
142,0.951612903226
143,0.344262295082
144,0.951612903226
145,0.344262295082
146,0.0276679841897
147,0.333333333333
148,0.116129032258
149,0.339430894309
150,0.951612903226
151,0.339430894309
152,0.130044843049
153,0.951612903226
154,0.951612903226
155,0.130044843049
156,0.116129032258
157,0.382470119522
158,0.951612903226
159,0.785529715762
160,0.344262295082
161,0.339430894309
162,0.344262295082
163,0.785529715762
164,0.660049627792
165,0.339430894309
166,0.707317073171
167,0.951612903226
168,0.951612903226
169,0.349397590361
170,0.116129032258
171,0.382470119522
172,0.349397590361
173,0.0276679841897
174,0.651832460733
175,0.349397590361
176,0.349397590361
177,0.339430894309
178,0.951612903226
179,0.785529715762
180,0.951612903226
181,0.707317073171
182,0.660049627792
183,0.840677966102
184,0.490654205607
185,0.349397590361
186,0.785529715762
187,0.344262295082
188,0.0276679841897
189,0.660049627792
190,0.951612903226
191,0.951612903226
192,0.840677966102
193,0.0276679841897
194,0.651832460733
195,0.660049627792
196,0.951612903226
197,0.651832460733
198,0.951612903226
199,0.840677966102
200,0.490654205607
201,0.660049627792
202,0.951612903226
203,0.339430894309
204,0.344262295082
205,0.951612903226
206,0.130044843049
207,0.116129032258
208,0.951612903226
209,0.0276679841897
210,0.0276679841897
211,0.951612903226
212,0.708860759494
213,0.660049627792
214,0.660049627792
215,0.951612903226
216,0.130044843049
217,0.840677966102
218,0.951612903226
219,0.951612903226
220,0.0276679841897
221,0.634146341463
222,0.660049627792
223,0.651832460733
224,0.0276679841897
225,0.339430894309
226,0.339430894309
227,0.951612903226
228,0.0276679841897
229,0.951612903226
230,0.382470119522
231,0.0276679841897
232,0.116129032258
233,0.344262295082
234,0.660049627792
235,0.840677966102
236,0.651832460733
237,0.0276679841897
238,0.651832460733
239,0.660049627792
240,0.660049627792
241,0.951612903226
242,0.785529715762
243,0.660049627792
244,0.951612903226
245,0.0276679841897
246,0.785529715762
247,0.0276679841897
248,0.951612903226
249,0.951612903226
250,0.651832460733
251,0.951612903226
252,0.951612903226
253,0.339430894309
254,0.490654205607
255,0.116129032258
256,0.0276679841897
257,0.339430894309
258,0.116129032258
259,0.344262295082
260,0.660049627792
261,0.116129032258
262,0.951612903226
263,0.840677966102
264,0.951612903226
265,0.660049627792
266,0.651832460733
267,0.785529715762
268,0.490654205607
269,0.785529715762
270,0.840677966102
271,0.333333333333
272,0.951612903226
273,0.339430894309
274,0.0276679841897
275,0.951612903226
276,0.344262295082
277,0.951612903226
278,1.0
279,0.708860759494
280,0.344262295082
281,0.349397590361
