Id,Choice
1,0.315025203097
2,0.47432957676
3,0.0988016347255
4,0.137932292709
5,0.523677467951
6,0.255949057315
7,0.65949401601
8,0.979946449507
9,0.021005756314
10,0.676974978446
11,0.318313856898
12,0.844445805253
13,0.647216887287
14,0.416574780159
15,0.929522449935
16,0.777816672175
17,0.990191596017
18,0.244764781679
19,0.881047422439
20,0.325483587416
21,0.704887318423
22,0.0882156032072
23,0.901005068333
24,0.824401204761
25,0.0988745034643
26,0.0604535420124
27,0.106568188969
28,0.259969750394
29,0.161303583866
30,0.782041577248
31,0.0415393900875
32,0.948324279311
33,0.580100646036
34,0.914081387612
35,0.570560457574
36,0.484581635018
37,0.355313057424
38,0.312683815987
39,0.770956858824
40,0.383298599404
41,0.782155186955
42,0.0923884824526
43,0.107835269086
44,0.974358246324
45,0.0790982520939
46,0.766195139689
47,0.697668183054
48,0.0774603065685
49,0.0721125353418
50,0.499693217893
51,0.213130776467
52,0.0661221905673
53,0.10223646191
54,0.525900079376
55,0.967639120709
56,0.286637772578
57,0.295824430089
58,0.500683235518
59,0.126242497842
60,0.97896394988
61,0.245721742352
62,0.757027468803
63,0.123598879124
64,0.347595611464
65,0.358299117766
66,0.0457985731165
67,0.302041870901
68,0.177653180047
69,0.667914155616
70,0.546186033511
71,0.868511187667
72,0.371125015358
73,0.278314812497
74,0.383495815555
75,0.487140712236
76,0.814688580031
77,0.624178187911
78,0.629058321952
79,0.0540034383423
80,0.0088460298133
81,0.400328559726
82,0.027221635607
83,0.13674372425
84,0.617692813281
85,0.367468342904
86,0.392573023377
87,0.487171496046
88,0.111574413947
89,0.933097732278
90,0.601792255221
91,0.205309515765
92,0.0456531435265
93,0.811443033103
94,0.882963899543
95,0.298319277373
96,0.382209608392
97,0.946167134816
98,0.710880603621
99,0.670295823281
100,0.413382135971
101,0.582921398357
102,0.943997776312
103,0.909504545349
104,0.111652991655
105,0.390288856598
106,0.726831025088
107,0.242525024242
108,0.444872100506
109,0.338795049246
110,0.860634651224
111,0.527838654892
112,0.135922794367
113,0.875674272903
114,0.390304362344
115,0.973656398491
116,0.697908873973
117,0.628904674636
118,0.984609539905
119,0.975488192322
120,0.873040608103
121,0.906292270517
122,0.939292067873
123,0.0354485729628
124,0.720803633011
125,0.600771070162
126,0.933612175951
127,0.679857154495
128,0.0992620970004
129,0.234522673755
130,0.878300954478
131,0.382914309096
132,0.277821345177
133,0.223375052168
134,0.736256969251
135,0.0550593107985
136,0.637471982803
137,0.968953819233
138,0.342873029333
139,0.750558118743
140,0.309516132859
141,0.943270552371
142,0.888160377035
143,0.455582501989
144,0.86839818315
145,0.446525776749
146,0.0286233888125
147,0.277781210859
148,0.040945950104
149,0.419452555196
150,0.823527310649
151,0.177500729517
152,0.149993494826
153,0.938363658596
154,0.935239111335
155,0.385679233954
156,0.132363414022
157,0.692989190051
158,0.989723733929
159,0.647196095442
160,0.337659471775
161,0.387861807668
162,0.432312309436
163,0.615524301246
164,0.624689637073
165,0.316710209511
166,0.515555369375
167,0.924738944982
168,0.855186946594
169,0.26638449536
170,0.119606823808
171,0.466371488243
172,0.299432946758
173,0.0526747768823
174,0.553747038322
175,0.32036997573
176,0.121837193011
177,0.294644400667
178,0.978287254408
179,0.513666334168
180,0.884861431351
181,0.223862708852
182,0.5936266675
183,0.865596639439
184,0.57205423233
185,0.119581168086
186,0.701190701005
187,0.302015146431
188,0.0731110540485
189,0.694117589104
190,0.937582527808
191,0.839457772267
192,0.861088870266
193,0.0484467350113
194,0.602351536759
